bathrooms,bedrooms,price,num_desc_words
1.0,0,1739,47
1.0,2,2875,119
2.0,4,3995,190
1.0,0,2500,140
1.0,0,1850,11
2.0,2,5000,82
1.0,0,1890,66
1.0,1,2995,92
1.0,2,1950,0
1.0,1,3250,169
1.0,2,1800,28
2.5,3,13500,24
1.0,3,2995,93
1.0,1,2500,139
1.0,2,3400,154
1.0,2,3400,81
1.0,2,2800,54
1.0,2,3295,102
1.0,1,3800,41
1.0,1,2790,82
2.0,3,5600,99
1.0,2,3295,39
1.0,3,4300,136
1.0,2,2800,62
2.0,2,3895,104
1.0,0,2450,127
1.0,2,2950,41
1.0,2,3700,42
1.0,0,2291,61
1.0,1,2595,2
2.0,2,6250,128
1.0,1,1995,45
1.0,0,3225,114
4.0,4,17000,125
3.0,4,5000,125
1.0,1,2945,89
1.0,1,2095,65
1.0,1,2850,2
1.0,1,4995,0
1.0,1,2750,177
1.0,2,1850,22
1.0,0,2800,128
3.0,2,6795,71
1.0,3,2895,26
1.0,0,1675,44
1.0,1,2250,64
1.0,1,3895,49
1.0,0,3395,33
1.5,2,4400,61
1.0,1,2200,70
2.0,4,5750,85
1.0,3,3961,117
1.5,2,3200,116
2.0,2,9500,201
2.0,2,8897,155
2.0,5,6000,35
1.0,1,2500,157
1.0,2,3800,137
2.0,3,5890,125
1.0,3,6075,0
1.0,1,3200,107
1.0,2,4600,111
1.0,3,3350,189
1.0,2,4500,67
1.0,1,3800,96
1.0,0,2250,182
1.0,2,2510,18
2.0,3,3425,105
1.0,2,3495,73
1.0,2,1950,58
1.0,2,4295,85
1.0,1,3250,42
1.0,1,3400,129
2.0,2,4500,110
1.0,1,3350,143
2.0,4,6795,31
2.0,2,5226,55
1.0,3,4995,80
1.0,2,-2000,49
2.0,3,2850,28
1.0,1,2100,55
1.0,3,3595,154
2.0,2,6995,116
1.0,0,2700,39
1.0,2,3495,99
1.0,1,2195,2
1.0,0,2195,53
1.0,1,3680,59
1.0,2,2291,154
2.0,2,5269,66
1.0,1,2725,34
1.0,1,2850,40
1.0,0,2250,34
1.0,0,2710,20
1.0,0,2600,108
1.0,0,2000,46
1.0,2,3150,54
1.0,1,2750,173
1.0,0,2890,101
1.0,1,1903,99
1.0,2,3200,128
1.0,1,4000,81
2.0,3,5985,220
1.0,2,2960,41
2.0,3,4630,103
1.0,0,2650,76
2.0,4,4970,63
1.0,2,2100,107
1.0,0,2125,36
1.0,2,3450,79
2.0,2,4875,150
1.0,2,3195,94
1.0,0,2599,83
2.0,5,8109,0
2.0,2,9300,19
1.0,2,2700,118
1.0,1,2600,34
2.0,2,6295,100
1.0,2,3400,101
1.0,2,3450,127
1.0,1,4100,130
2.0,4,4800,137
1.0,2,4499,166
1.0,2,2150,103
2.0,2,6645,42
1.0,1,2795,5
1.0,1,2895,119
1.0,2,3595,47
1.0,2,2100,76
1.0,0,2750,20
1.0,1,3600,60
1.0,0,9391,98
1.0,0,1800,43
1.0,2,3200,2
1.0,0,2450,46
2.0,2,2450,36
1.0,1,3595,92
1.0,2,1550,67
1.0,0,1900,24
1.0,1,4595,118
1.0,2,3400,82
1.0,1,3250,35
1.0,2,3150,137
1.0,1,2275,67
1.0,1,2050,143
1.0,2,2695,54
2.5,3,-10000,110
2.5,3,5995,234
1.0,1,3200,99
2.0,3,2150,118
2.0,2,3900,48
1.0,1,1900,106
1.0,2,5490,96
2.0,3,4100,158
2.0,3,4650,128
1.0,0,2900,52
1.0,0,2090,53
2.0,3,4900,92
1.0,1,1900,0
1.0,1,2100,118
1.0,0,2750,116
1.0,1,1995,25
1.0,1,4395,95
1.0,2,3995,63
1.0,1,3450,82
1.0,2,3650,78
1.0,0,3495,0
1.0,0,1565,53
1.0,1,2100,61
1.0,0,3495,32
1.0,0,2600,78
2.0,3,3950,97
2.0,3,7500,2
1.0,2,3600,127
1.0,2,2995,96
1.0,1,2800,203
1.0,2,3250,86
1.0,3,4790,129
1.0,2,3850,79
1.0,0,2995,90
1.0,1,3000,78
1.0,1,2200,68
1.0,1,3163,89
2.0,2,4150,85
1.0,0,2850,48
1.0,1,6130,0
1.0,2,3500,158
2.0,2,4100,125
1.0,3,5250,64
1.0,2,1900,28
1.0,1,2800,29
1.0,1,2400,51
0.0,0,1755,48
1.5,2,4000,140
1.0,1,2800,95
2.0,3,4900,111
1.0,2,3900,41
2.0,4,9990,191
1.0,3,3941,64
1.0,0,2450,142
1.0,1,3500,64
1.0,1,4390,85
1.0,1,2755,0
2.0,2,5000,87
1.0,2,3650,63
1.0,2,7895,128
1.0,1,1850,0
2.0,3,11900,123
1.0,1,2845,143
1.0,2,3100,75
1.0,1,2625,97
1.0,2,3095,73
1.0,2,2200,122
1.0,0,1975,91
1.0,0,2975,0
1.0,1,1900,56
1.0,1,1325,100
1.0,2,2950,158
1.0,3,3995,103
1.0,1,3600,153
1.0,1,3438,203
1.0,2,3695,48
2.0,2,2250,57
1.0,2,3357,159
1.0,1,2050,21
2.0,4,4950,66
1.0,0,3100,141
1.0,1,2565,138
1.0,1,2495,156
1.0,4,5400,117
1.0,0,2475,11
1.0,1,2395,81
1.0,2,4600,140
1.0,1,3400,142
2.0,2,5755,131
1.5,2,3200,110
1.0,2,2595,33
1.0,0,2175,65
1.0,1,2701,90
2.0,2,5100,73
1.0,1,2700,90
1.0,0,2450,147
1.0,1,1600,60
1.0,0,1850,76
1.0,1,2400,96
1.0,1,3195,0
1.0,0,1950,0
1.0,1,3706,115
1.0,0,2400,132
1.0,1,2300,116
2.0,2,5269,66
1.0,0,1795,171
2.0,2,3000,214
2.0,3,11000,78
2.0,3,5395,159
1.0,2,2255,0
1.5,1,4000,81
1.0,1,2600,135
1.0,1,5665,234
1.0,3,4000,0
1.0,3,4500,72
1.0,2,2550,170
2.0,3,6800,148
1.0,1,3450,35
1.0,1,2350,130
2.0,4,8000,49
1.0,2,2650,125
1.0,2,3695,77
1.0,2,3600,68
1.0,2,3250,74
2.5,3,5725,86
1.0,3,4995,44
1.0,0,3000,187
2.0,2,5695,181
3.0,3,7999,152
1.0,1,3950,89
1.0,1,1675,2
1.0,1,2538,96
2.0,3,6000,82
1.0,1,4320,0
1.0,1,2500,58
1.0,1,1950,85
1.0,1,2895,96
1.0,1,1850,42
1.0,2,3478,90
2.0,3,6195,109
3.0,3,7200,145
1.0,1,2030,66
1.0,2,2950,58
1.0,1,2995,131
2.0,4,3750,12
1.0,3,3600,95
1.0,0,2900,116
1.0,1,3352,131
1.0,1,2275,0
1.0,0,1500,94
1.0,2,4850,100
1.0,1,1950,128
2.0,2,5100,37
1.0,0,2450,163
1.0,1,1745,130
1.0,2,3400,130
1.0,0,2500,64
1.0,2,2150,0
1.0,1,3095,0
1.0,1,3300,56
1.0,2,2000,74
1.0,0,2350,48
1.0,2,4495,0
2.0,3,4950,163
1.0,2,3300,61
2.0,2,4900,55
1.0,2,2700,75
4.0,4,35000,119
1.0,0,3587,85
1.0,1,1925,69
2.0,3,6995,62
2.5,2,8000,147
1.0,1,4000,156
1.0,1,3200,46
1.0,2,3635,92
1.0,1,2400,24
2.0,2,7500,181
1.0,1,4200,313
1.0,1,4000,62
1.0,0,2400,103
1.0,1,2995,87
2.0,2,4995,157
2.0,3,8500,92
1.0,2,2600,67
1.0,0,3055,208
1.5,1,5175,128
1.0,0,1725,30
2.0,2,13995,128
1.0,1,2599,76
2.0,2,2709,174
1.0,1,1750,0
1.0,3,5195,97
1.0,1,2654,195
2.0,2,4900,114
1.0,2,3050,80
2.0,2,4995,106
1.0,1,2400,77
3.0,4,9000,92
1.0,1,2200,61
2.0,2,5700,0
1.0,3,2050,25
2.0,2,6250,125
1.0,0,2600,83
1.0,0,1590,37
3.0,3,10000,129
1.0,0,2095,18
1.0,0,2450,56
1.0,0,2703,158
1.0,2,3050,76
1.0,3,3171,77
1.0,0,2050,99
1.0,1,3323,0
1.0,1,2150,98
2.0,3,5400,144
3.0,4,11750,122
2.0,4,6495,94
0.0,1,-2954,86
2.0,3,4950,123
1.0,0,3420,157
2.0,3,4500,77
1.0,1,2631,172
1.0,1,3495,48
1.0,1,3875,73
1.0,2,3050,125
1.0,1,2600,108
1.0,2,3200,60
2.0,2,7000,126
1.0,4,2507,133
2.0,5,7000,0
1.0,0,2050,121
1.0,1,2675,73
1.0,0,2490,55
1.0,0,2600,52
1.0,2,3300,129
1.0,1,2888,115
1.0,1,3250,116
1.0,2,3830,122
1.0,0,2090,53
1.0,3,2750,32
1.0,1,4560,0
1.0,2,2000,97
1.0,1,2799,20
1.0,0,2700,45
1.0,2,2250,216
1.0,0,4200,107
1.5,3,2750,179
1.0,1,1525,124
1.0,0,3000,30
1.0,1,3600,71
1.0,0,2600,78
1.0,1,4444,153
1.0,0,2300,118
1.0,0,1200,23
1.0,1,2800,85
2.0,2,2541,2
1.0,4,6750,68
1.0,0,2150,0
1.0,1,3600,76
1.0,1,-2995,0
1.0,2,3350,39
1.0,0,2550,46
1.0,0,2700,111
3.0,3,12000,54
1.0,1,3200,102
1.0,2,1850,67
1.0,0,2200,88
1.0,3,4200,145
1.0,1,-2300,79
2.0,2,4870,56
1.0,3,5502,0
1.0,1,1550,164
1.0,2,2600,84
1.0,2,2600,81
1.0,0,1750,36
1.0,2,3000,76
1.0,0,2492,111
2.0,2,4900,0
1.0,3,4000,9
1.0,0,2100,64
1.0,1,2750,38
1.0,3,2000,20
1.0,3,5400,25
1.0,2,3700,157
1.0,3,2600,38
2.0,4,6795,78
2.0,3,4800,124
1.0,2,1795,79
1.0,4,3675,67
1.0,1,-2950,98
1.0,3,3687,91
1.0,0,2300,118
1.0,1,2900,231
1.0,2,2250,108
1.0,0,-1900,80
3.0,3,-10000,124
1.0,2,4400,115
1.0,3,3900,179
1.0,1,3700,37
1.0,1,3525,66
1.0,1,2400,54
1.0,1,3200,94
1.0,0,2550,134
1.0,3,4495,169
1.0,0,2790,106
1.0,2,4950,72
1.0,2,2850,82
1.0,2,3049,125
1.0,1,1950,65
2.0,2,5000,74
1.0,1,4450,87
3.0,3,5650,241
1.0,0,2500,95
2.0,4,3300,22
1.0,3,4000,28
1.0,1,4333,257
2.0,3,8000,95
1.0,1,2995,14
2.0,0,4800,0
1.0,1,4523,138
1.0,2,3200,120
2.0,3,4495,90
1.0,2,4650,148
1.0,3,3100,126
1.0,3,4500,99
1.0,2,3595,69
2.0,4,5500,43
1.0,2,3479,68
1.0,1,1950,108
2.0,4,5900,40
1.0,1,3325,77
1.5,3,5550,29
1.0,1,3895,131
1.0,0,2200,54
0.0,2,2990,0
1.0,1,4320,210
1.0,0,2350,49
1.0,2,3295,13
2.0,3,-6200,10
2.0,2,2100,124
1.0,3,5195,76
2.0,3,4000,128
2.0,2,3387,294
1.0,0,2450,256
1.0,3,4695,66
1.0,0,2375,118
2.0,2,5499,194
1.0,1,3650,37
2.0,4,5500,94
1.0,2,3000,37
2.0,3,11500,64
1.0,2,2995,65
1.0,3,2995,71
2.0,2,4100,49
1.0,0,3125,2
1.0,3,4150,0
1.0,2,3507,122
1.0,3,4295,179
1.0,2,3600,79
1.0,2,2975,67
2.0,2,8915,16
1.0,0,2150,86
1.0,1,2595,0
1.0,0,2446,96
1.0,0,2895,0
1.0,1,3790,165
1.0,0,2850,2
1.0,1,2800,59
1.0,1,2850,38
1.0,0,3995,113
2.0,4,5000,196
2.0,2,3325,31
2.0,4,4650,161
1.0,1,4500,40
1.0,0,2495,119
1.0,1,3350,180
1.0,1,4100,64
1.0,0,3000,176
1.0,0,2500,44
1.0,1,1435,55
1.0,1,2195,113
1.0,0,2500,112
1.0,0,3175,110
1.0,2,3000,53
1.0,1,4667,78
1.0,2,4750,82
1.0,1,3250,123
1.0,1,4732,109
2.0,2,6235,212
1.0,2,3200,89
1.0,0,2375,27
2.0,3,3700,78
1.0,3,5955,15
3.0,3,8000,146
1.0,1,3300,66
1.0,0,1495,66
1.0,3,5295,0
2.0,4,6000,79
1.0,3,3800,72
1.0,0,1800,17
2.0,2,4900,57
1.0,2,3700,38
1.0,1,-3400,72
1.0,1,2495,191
1.0,2,4900,100
1.0,1,2500,187
2.0,2,5200,203
4.0,5,9300,57
1.0,1,-3100,87
1.0,2,3300,143
2.0,3,4500,89
1.0,1,3000,118
1.0,0,2400,120
1.0,1,1990,65
1.0,0,2400,29
1.0,1,4950,67
1.0,1,3500,428
2.0,2,9000,150
2.0,2,3395,120
1.0,0,2749,116
1.0,1,3495,46
1.0,2,2500,194
1.0,0,1795,153
2.0,2,5250,134
2.0,3,2995,133
1.0,1,2800,68
2.0,3,5800,90
1.0,2,-3395,72
1.0,3,2500,110
1.0,0,2850,42
2.0,2,4850,188
1.0,0,1850,65
1.5,2,4395,92
2.0,2,3355,81
1.0,0,2275,65
1.0,1,2500,123
1.0,1,3295,118
1.0,2,3450,50
3.0,4,7000,123
1.0,2,5150,85
1.0,1,3690,39
1.0,2,-3300,59
1.0,1,2800,0
1.0,0,2200,54
2.0,3,5000,147
1.0,2,2500,62
1.0,2,3200,73
1.0,2,2650,95
2.0,3,-4995,97
2.0,3,6600,99
1.0,2,2500,196
1.0,0,2900,74
2.0,2,5100,189
1.0,1,5200,100
1.0,3,5500,82
1.0,1,2200,56
1.0,2,2566,163
1.0,2,2850,108
1.0,0,1700,6
1.0,0,3295,0
1.0,1,2700,170
1.0,1,3750,339
1.0,3,1950,0
1.0,1,3950,160
1.0,1,3850,45
1.0,3,4553,84
1.0,0,2488,71
1.0,3,4354,81
1.0,1,3595,91
1.0,0,1295,40
1.0,0,2050,89
1.0,0,1875,45
1.0,2,2950,38
2.0,1,5795,67
1.0,3,4650,0
1.0,2,4100,95
1.0,3,3100,103
1.0,1,2600,64
1.0,2,2931,306
2.0,4,5200,158
1.0,1,2950,55
2.0,4,5800,118
1.0,2,3250,0
2.0,3,5495,154
1.0,1,3675,12
1.0,3,4995,0
1.0,1,2295,100
1.0,1,2450,102
1.0,3,3941,43
1.0,2,2750,139
1.0,2,1799,171
1.0,1,2400,42
1.0,1,2250,76
1.0,1,2695,0
1.0,2,4195,45
2.0,3,3000,103
1.0,0,2450,129
1.0,1,4195,0
3.0,3,8000,205
1.0,1,2400,34
3.0,3,8500,103
1.0,2,7450,71
2.0,4,5500,199
0.0,1,4795,135
1.0,3,5595,77
2.0,4,4000,56
1.0,1,2108,67
2.5,3,4700,51
1.0,1,1900,2
1.0,2,3400,140
1.0,1,2700,0
1.0,2,1700,34
1.0,1,2850,98
1.0,0,2450,2
1.0,1,2800,59
1.0,2,1900,100
1.0,3,3800,104
1.0,2,-2295,59
1.0,2,2600,14
1.0,0,2450,73
1.0,2,2995,73
1.0,2,1995,37
1.0,1,3295,174
1.0,0,1875,38
1.0,1,4000,2
1.0,1,2795,100
1.0,1,2700,255
2.0,3,4592,127
1.0,0,2795,68
1.0,2,2700,99
2.0,4,4695,111
1.0,2,2300,78
1.0,0,1550,88
1.0,1,2850,26
2.0,2,3000,56
1.0,0,1675,36
1.0,0,1825,88
2.0,3,5500,79
1.0,2,3295,147
1.0,3,6095,244
1.0,2,3199,71
1.0,1,3500,36
1.0,2,2750,173
1.0,1,3995,92
1.0,1,3100,166
1.0,1,3450,161
1.0,3,3000,93
1.0,2,2100,116
2.0,2,5850,113
1.0,2,3200,100
1.0,3,3200,117
1.0,1,3765,254
1.0,2,3000,75
1.0,0,2700,115
1.0,0,3535,112
1.0,1,2200,39
1.0,2,3215,121
1.0,0,1895,29
1.0,1,4304,0
1.0,1,2600,47
1.0,2,2600,154
1.0,3,3700,102
1.0,1,2400,180
1.0,2,2500,81
1.5,3,4895,90
1.0,2,3495,114
2.0,2,4500,106
1.0,3,4000,96
1.0,0,2300,73
1.0,2,1800,67
1.0,2,2960,63
1.0,0,2050,83
1.0,0,2300,92
1.0,2,3200,102
1.0,2,4695,164
3.0,3,9500,106
1.0,1,2695,0
1.0,1,2500,56
1.0,1,2495,44
1.0,0,3200,146
1.0,0,1855,73
2.0,4,4600,90
1.0,0,1800,2
1.0,1,3100,0
1.0,0,2550,102
1.0,1,3030,211
1.0,2,3150,54
1.0,1,2750,62
1.0,2,2300,91
1.0,0,1900,83
2.5,3,19000,104
1.0,3,2895,111
1.0,0,2660,103
2.0,2,4120,50
1.0,3,3700,46
1.0,2,4295,0
1.0,0,1895,0
3.0,3,7800,53
1.0,1,3599,90
1.0,0,1050,22
1.0,4,7700,51
1.0,2,2650,113
2.0,2,4595,101
1.0,2,4095,0
1.0,3,1950,105
1.0,1,3000,81
2.0,3,8000,73
1.0,1,3695,112
1.0,1,3050,42
1.5,3,5395,110
1.0,2,2450,79
1.0,2,-2950,25
1.0,1,3800,105
1.0,1,4050,163
2.0,2,5047,15
1.0,1,3070,89
1.0,2,3164,114
2.0,3,3200,90
1.0,0,2500,47
1.0,1,3825,12
1.0,2,1850,30
1.0,1,2450,124
2.0,3,2200,39
2.0,3,4300,127
1.0,2,2388,139
1.0,1,2150,36
1.0,3,3700,131
1.0,2,4395,143
1.0,0,1900,44
1.0,3,4995,166
2.0,3,5090,22
1.0,1,3400,30
1.0,2,3350,133
1.0,3,3295,71
1.0,1,4395,19
1.0,0,2525,0
1.0,2,4600,152
1.0,0,2460,78
1.0,1,2850,25
1.0,2,2595,29
1.0,2,2750,48
1.0,0,2175,84
1.0,2,2500,36
1.0,1,5550,79
2.0,2,5200,122
1.0,2,2800,46
1.0,1,4600,99
1.0,1,3865,94
1.0,1,1495,0
2.0,3,4795,258
1.0,1,3254,73
1.0,0,3375,49
1.0,1,3500,34
1.0,1,1695,95
1.0,0,2584,192
1.0,1,1400,25
1.0,1,-3250,63
2.0,2,8895,0
2.0,4,4250,103
1.0,1,1700,17
1.0,0,1375,70
1.0,2,-4195,89
1.0,1,1645,128
1.0,1,2760,55
1.0,2,2625,67
1.0,2,2500,51
1.0,2,3200,116
1.0,0,2884,34
1.0,1,3700,138
3.0,3,10000,138
1.0,2,2450,70
1.0,1,1375,44
1.0,1,2800,106
1.0,2,3591,76
2.5,3,3750,58
3.0,3,11250,200
1.0,0,1350,0
1.0,1,3995,37
1.0,1,2995,115
2.0,2,7000,176
1.0,2,3100,161
1.0,2,3400,69
3.0,4,4695,91
1.0,1,3180,121
1.0,0,1400,113
1.0,3,3800,147
1.0,1,1925,46
1.0,0,2195,84
1.0,1,3200,122
1.0,0,2250,58
1.0,2,2889,36
1.0,0,2850,0
1.0,2,2000,114
1.0,2,3195,93
1.0,1,3100,141
1.0,0,3200,110
1.0,2,3600,110
3.5,4,8000,143
1.0,0,1325,23
1.0,1,2995,30
1.0,0,2250,57
1.0,3,2775,37
1.0,2,3350,101
1.0,1,1395,186
1.0,0,2200,8
2.0,4,3595,83
2.0,2,6005,0
2.0,4,5630,128
2.0,3,10750,0
1.0,2,4650,91
2.0,4,7850,121
1.0,0,2400,65
2.0,2,4495,129
1.0,1,3650,50
1.0,2,2600,58
1.0,2,3200,133
1.0,0,3000,0
1.0,0,1900,54
1.0,1,3500,35
1.0,2,3450,68
2.0,2,4500,68
1.0,0,2750,44
2.0,2,3200,81
1.0,2,-3995,97
1.0,1,1850,93
1.0,1,3075,6
1.0,2,2600,21
1.0,1,1650,77
1.0,0,2500,131
2.0,4,3495,41
1.0,3,4400,86
1.0,1,3495,76
1.0,1,2950,86
1.0,1,1950,27
1.0,2,2750,20
1.0,2,3450,170
1.0,2,6000,111
1.0,1,2250,76
1.0,0,2800,96
1.0,1,2975,0
1.0,3,5175,71
1.0,1,1925,99
1.0,2,3000,169
1.0,1,4095,109
1.0,2,2475,17
1.0,0,2825,124
1.0,2,3995,63
1.0,4,6995,197
2.0,2,7800,124
1.0,3,4125,139
1.0,1,3115,212
1.0,2,2700,66
1.0,2,3250,71
1.0,1,-3988,268
3.0,3,7950,101
1.0,1,2575,91
2.0,3,2995,148
1.0,0,2500,0
1.0,0,1695,91
1.0,1,4700,89
1.0,1,3985,0
1.0,2,3700,42
3.0,3,1347,77
2.0,4,5000,97
1.0,1,2100,59
1.0,1,3500,111
1.0,2,2376,127
1.0,0,3095,45
1.0,3,5950,80
1.0,2,1550,73
1.0,1,2100,48
0.0,0,4000,0
1.0,1,4195,0
2.0,4,4995,95
1.0,3,4100,96
1.0,2,6000,30
1.0,1,3400,79
1.0,1,2275,80
2.0,3,2000,34
1.0,0,2450,112
1.0,1,2550,90
1.0,2,3715,196
1.0,2,3898,22
1.0,1,3495,113
2.0,4,6100,44
1.0,0,1850,75
1.0,0,2400,57
1.0,2,3485,65
1.0,1,3300,152
1.0,3,3600,0
2.0,2,5495,104
1.0,0,2575,110
1.0,2,3275,154
1.0,2,3375,92
1.0,0,2600,106
2.0,4,3700,140
1.0,1,5000,133
1.0,0,1650,142
1.5,2,-3700,96
1.0,0,2395,102
1.0,1,5005,139
1.0,0,2700,0
1.0,1,2325,147
1.0,3,2970,236
1.0,1,3295,66
1.0,2,3295,195
1.0,1,1500,90
2.0,4,4000,83
1.0,1,2725,88
1.0,1,3650,163
2.0,3,4700,43
1.0,0,2400,100
1.0,0,2700,134
1.0,1,3525,31
1.0,0,2100,76
1.0,1,4010,64
1.0,2,3625,120
1.0,0,2950,51
1.0,3,2895,44
1.0,0,2225,87
2.0,3,3990,166
1.0,0,2990,51
1.0,1,2403,59
2.0,3,5000,99
1.5,2,4795,82
1.0,1,1900,56
2.0,2,10000,186
2.0,2,6600,66
1.0,0,2700,167
1.0,2,1895,57
1.0,2,4150,0
1.0,1,2978,0
1.0,1,2750,101
1.0,2,3650,216
1.0,3,4000,43
1.0,0,2790,113
2.0,2,5000,128
1.0,1,2575,103
1.0,1,2295,68
1.0,0,2299,43
1.0,2,2800,71
2.0,4,4182,108
1.0,0,1500,97
1.0,1,1900,62
1.0,3,4000,40
2.0,2,4500,91
1.0,1,3300,144
2.0,3,5000,77
1.0,1,3800,60
3.0,3,12640,96
1.0,2,3200,0
1.0,0,2100,24
1.0,0,1900,103
1.0,0,1895,44
1.0,1,2500,118
1.0,2,3200,149
1.0,2,3600,67
1.0,0,3020,174
1.0,0,1900,24
1.0,0,1750,193
1.5,2,4395,0
2.0,2,10000,69
1.0,0,2450,0
1.0,1,2725,96
1.0,2,2900,138
1.0,0,-3222,176
1.0,1,4195,89
1.0,0,2525,49
1.0,2,3600,74
1.0,1,2375,99
1.0,2,3450,49
1.0,0,2850,18
1.0,2,2900,103
1.0,1,3400,83
2.0,2,6195,60
1.0,0,2200,125
1.0,1,1800,106
1.0,1,4000,76
1.0,2,3795,170
2.0,2,5550,273
1.0,2,3750,26
2.0,2,8000,126
1.0,2,1895,46
1.0,2,1900,97
1.0,1,3705,248
1.0,0,2580,72
2.0,3,3200,89
1.0,1,2350,93
2.0,2,4995,91
1.0,2,2975,67
1.0,0,2600,0
1.0,3,2700,31
2.0,4,5500,101
1.0,1,4495,0
1.0,0,2300,2
1.0,1,2550,28
1.0,1,2748,87
1.0,2,3795,60
2.0,3,5400,72
1.0,1,3995,120
3.0,3,-10000,123
1.0,0,2495,70
1.0,2,3100,90
1.0,2,2475,51
3.5,3,15000,125
1.0,2,2750,71
1.0,1,3295,48
1.0,1,2550,43
2.0,2,9500,171
1.0,0,2390,43
1.0,1,3450,0
1.0,2,3000,95
1.0,3,3640,148
2.0,4,5400,91
1.5,3,4450,175
1.0,1,2150,165
1.0,2,3995,76
1.0,2,2595,46
1.0,2,3950,144
1.0,0,111111,89
1.0,2,2750,78
2.0,2,6600,24
2.0,2,5495,120
1.0,3,3795,201
1.0,1,2690,108
1.0,1,2200,41
2.0,2,6295,26
2.0,3,4950,133
1.0,1,2300,60
1.0,1,3295,78
1.0,1,2395,50
1.0,1,2650,101
1.0,1,3395,68
2.0,3,-3900,53
1.0,1,3350,147
1.0,1,3050,129
1.0,0,2700,133
1.0,1,2584,80
1.0,0,2650,76
1.0,0,8000,77
2.5,3,6500,138
2.0,4,4900,96
1.0,1,2750,60
1.0,1,2943,0
1.0,1,2350,116
1.0,1,2275,21
1.0,2,3050,164
1.0,2,3000,160
1.0,0,2895,74
1.5,2,3300,21
1.0,1,3650,97
1.0,1,3195,80
1.0,0,2750,88
1.0,0,1950,40
1.0,0,2500,0
1.0,0,1600,55
1.0,1,3600,130
1.0,3,2200,49
1.0,1,5410,135
1.0,1,3000,124
1.0,0,2095,37
1.0,2,3900,198
1.0,1,1625,37
1.0,1,2975,30
1.0,2,2650,89
2.0,3,4000,143
1.0,1,3499,103
1.0,1,2495,126
1.0,1,1995,54
1.0,0,3671,0
2.0,2,-4200,178
2.0,3,6295,106
2.0,2,3650,29
1.0,2,4225,86
1.0,0,2400,126
1.0,1,2695,16
2.0,2,3900,55
1.0,0,1975,24
1.0,0,2149,84
1.0,1,3950,16
1.5,2,3000,87
1.0,1,-3650,108
1.0,3,4475,0
1.0,2,5495,155
1.0,2,3050,72
1.0,3,5400,88
1.0,0,1850,43
1.0,2,2525,9
1.0,0,2550,105
0.0,0,6795,113
1.0,0,2300,84
0.0,0,2495,203
1.0,0,2500,132
1.0,0,2295,61
1.0,3,3167,195
2.0,2,8500,3
1.0,1,2100,36
2.0,3,5000,103
1.0,2,3200,48
1.0,2,3250,61
1.0,1,2500,223
1.0,1,4082,108
1.0,1,3895,41
2.0,2,3250,229
1.0,2,4650,103
1.0,2,3200,123
1.0,1,3200,125
2.0,4,5600,148
1.0,3,3500,68
2.0,3,4800,76
1.0,1,2850,36
1.0,0,2500,45
2.0,3,4600,138
2.0,3,12750,105
1.0,2,3395,83
2.0,2,6000,266
1.0,2,2995,75
1.0,1,3400,195
1.0,0,1500,68
1.0,2,3495,105
1.0,0,1750,52
1.0,1,2995,117
1.0,2,3775,138
1.0,0,2575,0
1.0,1,2775,39
2.0,3,5450,73
1.0,1,4295,102
1.0,2,3923,144
1.0,1,1700,59
1.0,1,2225,0
1.0,3,3850,110
1.0,1,3800,80
1.0,2,3475,86
1.0,1,2800,108
1.0,2,4695,228
1.0,1,2195,63
2.0,3,6600,20
1.0,2,1950,106
1.0,1,1995,119
2.0,5,5500,45
2.0,2,6000,67
2.0,2,5837,172
2.5,4,6500,92
2.0,5,10000,0
2.0,2,6455,170
4.5,4,16800,91
1.0,2,3126,91
1.0,1,3875,20
1.0,2,3200,60
1.0,2,3795,89
1.5,1,4000,84
1.0,1,3550,116
1.0,0,3500,0
1.0,2,4500,78
2.0,6,7500,69
2.0,4,10725,2
1.0,2,3395,95
1.0,0,2325,77
2.0,3,4800,190
1.0,2,3700,81
1.0,1,2395,27
1.0,4,3099,66
2.0,2,4400,129
1.0,1,3795,0
1.0,0,2495,112
2.0,3,6000,52
1.0,2,3400,90
2.0,4,5950,164
1.0,1,2500,50
1.0,1,3050,70
1.0,1,3095,80
1.0,0,1895,51
1.0,2,3300,109
1.0,1,3800,21
1.0,0,1400,0
1.0,0,2395,90
1.0,0,1900,42
1.0,1,2350,31
1.0,2,2795,91
1.0,1,2995,45
1.0,3,3700,94
1.0,1,3950,64
1.0,0,2100,91
1.5,3,3990,98
1.0,2,1700,112
1.0,0,2395,92
1.0,1,2595,41
1.0,1,2195,36
1.0,1,1475,103
1.0,1,2250,0
4.5,4,18457,139
1.0,2,2499,79
1.0,0,2095,24
2.0,2,4995,91
1.0,0,2895,2
2.0,3,4700,126
1.5,2,2800,99
1.0,3,2954,73
1.0,2,2050,48
1.0,2,3399,65
1.0,0,2500,35
1.0,2,3450,162
1.0,0,3500,158
2.0,2,4575,230
1.0,2,3391,93
1.0,0,1350,52
1.0,1,3550,98
1.0,1,3000,153
1.0,0,4800,9
1.0,0,2650,98
2.0,4,4995,60
1.0,2,4360,69
2.0,2,5800,116
1.0,2,2400,4
2.0,2,3890,241
4.0,4,6995,0
1.0,2,3100,196
1.0,1,2699,88
1.0,2,3100,0
2.0,3,3495,0
1.0,2,4360,97
1.0,2,3400,96
1.0,0,1950,57
